type,air_temperature_[k],process_temperature_[k],rotational_speed_[rpm],torque_[nm],tool_wear_[min],twf,hdf,pwf,osf,rnf,machine_failure
0,297.0,308.1,1362.0,52.5,213,0,0,0,0,0,1
2,299.9,311.2,1364.0,49.6,50,0,0,0,0,0,0
0,302.3,310.9,1403.0,47.2,173,0,0,0,0,0,0
0,297.1,308.4,1726.0,28.4,202,0,0,0,0,0,0
0,302.5,310.2,1454.0,43.0,108,0,0,0,0,0,0
0,301.1,311.0,1899.5,21.7,28,0,0,0,0,0,0
1,302.0,310.5,1425.0,44.7,76,0,0,0,0,0,0
0,297.6,308.3,1478.0,42.3,193,0,0,0,0,0,0
0,302.6,310.6,1549.0,37.5,199,0,0,0,0,0,0
1,302.3,311.4,1855.0,23.9,43,0,0,0,0,0,0
1,300.9,311.3,1801.0,24.6,100,0,0,0,0,0,0
2,301.8,311.1,1543.0,36.4,120,0,0,0,0,0,0
0,296.3,307.3,1372.0,57.7,33,0,0,0,0,0,0
0,302.8,312.4,1376.0,57.1,8,0,0,0,0,0,0
1,298.0,307.5,1431.0,52.9,92,0,0,0,0,0,0
0,298.4,310.0,1554.0,37.3,103,0,0,0,0,0,0
0,300.8,311.7,1753.0,29.0,8,0,0,0,0,0,0
2,302.2,311.1,1553.0,34.1,89,0,0,0,0,0,0
0,301.3,311.2,1668.0,30.1,18,0,0,0,0,0,0
0,300.1,309.4,1464.0,41.7,30,0,0,0,0,0,0
0,299.2,309.9,1516.0,41.4,219,0,0,0,0,0,0
0,297.6,309.0,1528.0,33.8,22,0,0,0,0,0,0
0,301.0,312.3,1424.0,43.5,136,0,0,0,0,0,0
0,299.4,310.5,1749.0,28.1,179,0,0,0,0,0,0
0,298.9,309.1,1452.0,45.5,196,0,0,0,0,0,0
0,300.6,309.8,1502.0,42.4,133,0,0,0,0,0,0
0,298.3,308.9,1708.0,27.3,170,0,0,0,0,0,0
1,301.7,311.0,1505.0,37.1,190,0,0,0,0,0,0
1,303.5,311.6,1562.0,34.2,107,0,0,0,0,0,0
0,299.0,309.9,1548.0,34.5,214,0,0,0,0,0,0
0,298.8,308.9,1402.0,37.9,2,0,0,0,0,0,0
0,300.2,311.7,1553.0,41.3,44,0,0,0,0,0,0
0,303.4,311.7,1406.0,47.1,213,0,0,0,0,0,0
1,302.3,310.8,1611.0,31.8,169,0,0,0,0,0,0
0,297.9,309.1,1442.0,50.3,24,0,0,0,0,0,0
0,303.0,312.3,1899.5,21.9,132,0,0,0,0,0,0
0,297.3,308.3,1494.0,38.2,14,0,0,0,0,0,0
1,300.2,309.4,1501.0,40.0,48,0,0,0,0,0,0
0,297.6,308.3,1438.0,47.8,84,0,0,0,0,0,0
0,301.7,310.8,1385.0,50.7,133,0,0,0,0,0,0
0,298.3,309.1,1421.0,47.4,33,0,0,0,0,0,0
0,296.8,307.6,1398.0,46.7,144,0,0,0,0,0,0
0,299.2,308.9,1588.0,41.5,150,0,0,0,0,0,0
0,302.2,310.6,1632.0,30.5,122,0,0,0,0,0,0
0,299.5,309.3,1422.0,49.2,179,0,0,0,0,0,0
0,301.3,310.6,1416.0,45.2,88,0,0,0,0,0,0
1,297.9,307.5,1642.0,32.4,126,0,0,0,0,0,0
0,304.0,313.1,1564.0,50.9,119,0,0,0,0,0,0
0,298.1,308.5,1498.0,49.4,5,0,0,0,0,0,0
0,300.5,312.0,1453.0,45.1,151,0,0,0,0,0,0
0,303.3,312.2,1506.0,40.0,50,0,0,0,0,0,0
2,300.9,310.6,1686.0,27.7,176,0,0,0,0,0,0
0,302.3,311.1,1546.0,33.1,156,0,0,0,0,0,0
1,297.6,309.2,1442.0,48.1,0,0,0,0,0,0,0
0,301.9,309.8,1507.0,44.7,131,0,0,0,0,0,0
1,302.4,310.5,1372.0,45.7,144,0,0,0,0,0,1
2,300.9,311.2,1518.0,35.0,90,0,0,0,0,0,0
1,304.1,313.5,1587.0,33.6,108,0,0,0,0,0,0
0,297.5,308.5,1340.0,57.4,143,0,0,0,0,0,0
1,300.5,311.5,1370.0,56.1,7,0,0,0,0,0,0
0,295.6,306.2,1263.0,61.8,27,0,0,0,0,0,0
1,298.8,310.3,1573.0,41.8,91,0,0,0,0,0,0
0,301.4,310.7,1436.0,54.1,90,0,0,0,0,0,0
1,300.9,312.1,1297.0,48.6,76,0,0,0,0,0,0
0,300.6,309.5,1899.5,21.4,64,0,0,0,0,0,0
1,299.0,309.0,1351.0,52.2,44,0,0,0,0,0,0
0,298.1,309.9,1563.0,32.8,51,0,0,0,0,0,0
0,301.3,311.1,1454.0,40.3,191,0,0,0,0,0,0
2,297.5,308.4,1490.0,39.7,34,0,0,0,0,0,0
1,297.0,307.9,1412.0,47.4,112,0,0,0,0,0,0
2,301.4,310.6,1674.0,33.6,49,0,0,0,0,0,0
0,303.8,313.0,1427.0,43.0,0,0,0,0,0,0,0
0,300.2,311.8,1436.0,48.2,175,0,0,0,0,0,0
2,300.2,309.9,1899.5,22.9,165,0,0,0,0,0,0
1,297.6,308.6,1414.0,45.4,138,0,0,0,0,0,0
0,302.9,311.1,1555.0,33.9,96,0,0,0,0,0,0
1,304.2,313.7,1899.5,18.4,139,0,0,0,0,0,0
2,302.2,311.1,1476.0,39.6,96,0,0,0,0,0,0
0,298.8,309.8,1663.0,28.2,67,0,0,0,0,0,0
0,300.6,311.3,1531.0,38.5,0,0,0,0,0,0,0
1,295.6,306.1,1462.0,49.2,158,0,0,0,0,0,0
2,300.0,309.7,1529.0,42.4,107,0,0,0,0,0,0
1,301.5,310.7,1336.0,65.6,0,0,0,0,0,0,1
0,302.1,311.2,1422.0,50.3,146,0,0,0,0,0,0
0,301.3,310.9,1899.5,17.4,143,0,0,0,0,0,0
1,298.5,309.0,1899.5,22.0,196,0,0,0,0,0,0
0,297.4,308.6,1276.0,53.6,103,0,0,0,0,0,0
1,299.8,309.1,1456.0,39.4,209,0,0,0,0,0,0
0,301.5,310.5,1351.0,52.9,116,0,0,0,0,0,0
1,297.4,308.0,1601.0,34.6,181,0,0,0,0,0,0
0,298.1,307.7,1899.5,12.800000000000011,125,0,0,0,0,0,1
0,298.9,310.0,1422.0,43.6,78,0,0,0,0,0,0
0,298.8,309.8,1334.0,49.3,42,0,0,0,0,0,0
0,298.8,309.7,1505.0,39.0,131,0,0,0,0,0,0
0,302.4,312.1,1455.0,40.4,28,0,0,0,0,0,0
1,298.7,310.3,1495.0,38.7,88,0,0,0,0,0,0
0,300.0,310.1,1477.0,34.6,195,0,0,0,0,0,0
0,298.4,308.0,1526.0,41.1,162,0,0,0,0,0,0
1,297.4,308.4,1478.0,46.2,95,0,0,0,0,0,0
1,301.5,311.0,1577.0,39.7,118,0,0,0,0,0,0
2,300.4,309.4,1530.0,40.4,112,0,0,0,0,0,0
0,302.3,310.7,1612.0,33.4,139,0,0,0,0,0,0
0,298.2,308.1,1382.0,43.5,37,0,0,0,0,0,0
1,301.7,309.9,1434.0,47.9,189,0,0,0,0,0,0
0,301.7,310.9,1636.0,31.3,42,0,0,0,0,0,0
0,297.7,309.1,1477.0,38.3,60,0,0,0,0,0,0
0,299.8,309.1,1546.0,35.6,93,0,0,0,0,0,0
0,302.2,311.0,1463.0,46.8,150,0,0,0,0,0,0
1,297.1,307.9,1662.0,26.9,183,0,0,0,0,0,0
1,302.1,311.1,1450.0,51.6,86,0,0,0,0,0,0
0,299.2,308.5,1374.0,53.6,143,0,0,0,0,0,0
0,298.4,308.7,1386.0,44.9,135,0,0,0,0,0,0
1,301.5,310.5,1737.0,29.3,114,0,0,0,0,0,0
0,298.4,309.2,1425.0,45.5,11,0,0,0,0,0,0
2,299.2,308.7,1448.0,51.4,173,0,0,0,0,0,0
0,299.0,308.7,1426.0,38.6,16,0,0,0,0,0,0
1,296.8,307.4,1472.0,43.9,30,0,0,0,0,0,0
0,301.9,310.9,1574.0,31.4,27,0,0,0,0,0,0
0,300.3,310.7,1539.0,32.3,123,0,0,0,0,0,0
0,299.0,310.2,1490.0,41.1,54,0,0,0,0,0,0
0,301.9,310.3,1485.0,46.3,24,0,0,0,0,0,0
0,301.4,311.1,1472.0,44.5,159,0,0,0,0,0,0
1,300.9,310.8,1452.0,43.6,185,0,0,0,0,0,0
2,298.7,309.5,1453.0,40.4,108,0,0,0,0,0,0
0,300.6,310.6,1454.0,39.7,67,0,0,0,0,0,0
1,298.8,309.7,1459.0,47.3,141,0,0,0,0,0,0
1,302.5,310.3,1710.0,27.3,186,0,0,0,0,0,0
2,296.9,307.5,1397.0,48.3,22,0,0,0,0,0,0
1,302.1,310.7,1608.0,30.3,81,0,0,0,0,0,0
2,302.5,311.5,1626.0,36.0,44,0,0,0,0,0,0
0,299.0,310.1,1618.0,29.2,62,0,0,0,0,0,0
0,302.2,310.6,1334.0,53.2,159,0,0,0,0,0,1
1,300.1,310.1,1443.0,49.3,61,0,0,0,0,0,0
0,296.5,307.3,1501.0,42.1,162,0,0,0,0,0,0
0,298.3,308.3,1432.0,46.9,65,0,0,0,0,0,0
2,297.4,308.5,1469.0,45.1,63,0,0,0,0,0,0
2,302.6,311.5,1629.0,34.4,228,0,0,0,0,0,1
1,298.3,308.4,1539.0,43.4,69,0,0,0,0,0,0
1,300.0,309.1,1624.0,30.8,155,0,0,0,0,0,0
0,299.0,308.7,1537.0,42.8,202,0,0,0,0,0,0
1,298.9,308.7,1402.0,49.8,167,0,0,0,0,0,0
0,298.1,308.0,1426.0,46.0,61,0,0,0,0,0,0
0,298.0,308.7,1511.0,45.8,114,0,0,0,0,0,0
1,295.6,306.2,1435.0,51.6,126,0,0,0,0,0,0
1,301.6,310.7,1791.0,23.8,81,0,0,0,0,0,0
1,300.6,311.9,1629.0,35.3,0,0,0,0,0,0,0
0,303.8,312.9,1514.0,34.3,180,0,0,0,0,0,0
0,302.0,310.5,1899.5,22.0,106,0,0,0,0,0,0
1,298.6,309.7,1635.0,32.2,110,0,0,0,0,0,0
1,297.9,308.1,1627.0,31.4,209,0,0,0,0,0,0
0,303.4,311.8,1564.0,35.9,171,0,0,0,0,0,0
0,299.1,310.1,1435.0,48.8,229,0,0,0,0,0,1
2,300.4,309.3,1396.0,51.2,54,0,0,0,0,0,0
0,301.1,310.4,1874.0,24.8,47,0,0,0,0,0,0
0,298.0,308.0,1433.0,39.2,87,0,0,0,0,0,0
1,300.0,309.3,1407.0,43.9,138,0,0,0,0,0,0
1,302.3,311.8,1475.0,48.0,180,0,0,0,0,0,0
0,302.8,310.8,1516.0,39.5,23,0,0,0,0,0,0
0,299.1,308.3,1559.0,33.7,30,0,0,0,0,0,0
1,299.0,310.0,1337.0,57.4,146,0,0,0,0,0,0
1,300.5,311.4,1390.0,51.9,68,0,0,0,0,0,0
1,303.7,312.4,1540.0,37.4,146,0,0,0,0,0,0
1,302.8,312.3,1432.0,49.0,218,0,0,0,0,0,0
1,302.3,310.1,1563.0,37.8,31,0,0,0,0,0,0
1,302.2,311.0,1436.0,47.0,187,0,0,0,0,0,0
0,298.1,309.0,1497.0,40.5,58,0,0,0,0,0,0
0,297.3,307.9,1579.0,34.4,193,0,0,0,0,0,0
0,302.6,310.4,1638.0,36.2,84,0,0,0,0,0,0
0,302.1,311.0,1364.0,50.0,205,0,0,0,0,0,0
0,301.0,311.2,1412.0,42.1,64,0,0,0,0,0,0
1,296.9,307.5,1556.0,31.2,116,0,0,0,0,0,0
1,298.2,308.9,1408.0,38.8,20,0,0,0,0,0,0
2,297.1,308.3,1492.0,41.5,141,0,0,0,0,0,0
0,302.3,311.4,1570.0,37.2,15,0,0,0,0,0,0
0,298.9,309.9,1500.0,44.2,115,0,0,0,0,0,0
0,298.5,309.4,1899.5,21.5,164,0,0,0,0,0,0
0,298.9,310.1,1899.5,23.4,192,0,0,0,0,0,0
0,300.5,311.6,1575.0,32.5,168,0,0,0,0,0,0
0,301.9,310.5,1340.0,55.7,204,0,0,0,0,0,1
2,298.3,309.1,1430.0,40.9,162,0,0,0,0,0,0
2,303.8,312.5,1748.0,25.1,175,0,0,0,0,0,0
0,297.9,307.7,1546.0,37.6,72,0,0,0,0,0,0
0,300.9,310.7,1468.0,36.2,208,0,0,0,0,0,0
0,298.8,308.5,1446.0,37.0,11,0,0,0,0,0,0
0,300.9,310.8,1476.0,39.0,10,0,0,0,0,0,0
0,303.0,312.5,1461.0,40.2,127,0,0,0,0,0,0
2,304.0,313.1,1408.0,39.8,132,0,0,0,0,0,0
0,301.5,311.1,1899.5,18.7,103,0,0,0,0,0,0
1,300.6,311.6,1473.0,31.5,69,0,0,0,0,0,0
1,297.2,308.6,1404.0,43.7,160,0,0,0,0,0,0
1,303.8,312.7,1364.0,49.3,167,0,0,0,0,0,0
0,297.5,308.7,1453.0,37.6,112,0,0,0,0,0,0
0,303.4,312.3,1540.0,38.7,96,0,0,0,0,0,0
0,296.2,307.2,1356.0,43.6,22,0,0,0,0,0,0
0,300.5,309.8,1445.0,43.9,164,0,0,0,0,0,0
0,297.1,308.5,1555.0,36.2,0,0,0,0,0,0,0
2,297.6,309.5,1623.0,33.1,224,0,0,0,0,0,0
1,300.6,309.8,1659.0,28.9,127,0,0,0,0,0,0
2,296.6,307.7,1654.0,31.0,91,0,0,0,0,0,0
1,300.8,310.9,1522.0,46.2,56,0,0,0,0,0,0
1,299.5,308.7,1321.0,51.9,114,0,0,0,0,0,0
0,303.5,311.8,1451.0,45.2,173,0,0,0,0,0,0
0,303.2,311.4,1610.0,35.5,63,0,0,0,0,0,0
1,298.1,308.9,1353.0,46.2,173,0,0,0,0,0,0
0,297.9,307.6,1550.0,39.0,35,0,0,0,0,0,0
1,301.2,310.4,1382.0,41.6,117,0,0,0,0,0,0
1,301.4,311.2,1541.0,36.3,28,0,0,0,0,0,0
0,302.6,311.7,1542.0,34.1,137,0,0,0,0,0,0
0,302.6,311.0,1899.5,20.7,137,0,0,0,0,0,0
1,300.9,311.0,1556.0,38.8,127,0,0,0,0,0,0
1,303.7,312.6,1429.0,43.3,189,0,0,0,0,0,0
1,297.2,307.9,1747.0,29.0,188,0,0,0,0,0,0
1,303.0,312.2,1257.0,67.19999999999999,122,0,0,0,0,0,1
0,299.8,309.7,1431.0,40.3,101,0,0,0,0,0,0
1,300.9,310.6,1709.0,29.2,158,0,0,0,0,0,0
2,303.7,312.9,1460.0,49.8,2,0,0,0,0,0,0
0,297.5,308.9,1443.0,43.5,0,0,0,0,0,0,0
0,300.3,311.8,1508.0,43.1,57,0,0,0,0,0,0
1,297.3,308.3,1657.0,31.1,8,0,0,0,0,0,0
0,297.5,308.3,1544.0,40.8,37,0,0,0,0,0,0
0,297.3,308.4,1459.0,39.4,59,0,0,0,0,0,0
0,299.1,310.0,1394.0,46.6,27,0,0,0,0,0,0
2,299.7,309.6,1553.0,41.0,179,0,0,0,0,0,0
0,301.2,310.8,1711.0,28.9,38,0,0,0,0,0,0
0,296.4,307.3,1487.0,37.5,83,0,0,0,0,0,0
0,301.2,311.2,1558.0,34.1,204,0,0,0,0,0,0
0,302.9,312.4,1561.0,34.8,150,0,0,0,0,0,0
0,299.1,308.8,1429.0,50.1,84,0,0,0,0,0,0
0,300.5,311.6,1447.0,45.4,204,0,0,0,0,0,0
1,302.2,310.9,1302.0,53.4,58,0,0,0,0,0,0
0,301.8,310.9,1449.0,36.5,33,0,0,0,0,0,0
0,304.2,313.4,1457.0,49.4,96,0,0,0,0,0,0
1,299.7,310.5,1594.0,35.4,134,0,0,0,0,0,0
1,301.6,310.6,1553.0,38.9,0,0,0,0,0,0,0
0,299.7,309.4,1650.0,29.8,93,0,0,0,0,0,0
1,298.5,309.4,1522.0,47.4,20,0,0,0,0,0,0
1,301.7,310.9,1435.0,48.0,66,0,0,0,0,0,0
0,302.5,310.5,1507.0,39.5,147,0,0,0,0,0,0
1,299.7,309.6,1540.0,34.4,91,0,0,0,0,0,0
2,298.6,309.7,1463.0,39.1,66,0,0,0,0,0,0
0,299.8,309.7,1624.0,34.2,96,0,0,0,0,0,0
0,299.0,310.4,1371.0,53.8,228,0,0,0,0,0,1
1,303.9,313.3,1507.0,34.3,161,0,0,0,0,0,0
1,303.6,312.3,1698.0,31.3,100,0,0,0,0,0,0
1,301.5,311.1,1507.0,38.6,149,0,0,0,0,0,0
0,297.3,308.6,1358.0,47.6,110,0,0,0,0,0,0
0,300.2,311.6,1767.0,26.4,20,0,0,0,0,0,0
0,297.7,308.8,1896.0,24.5,186,0,0,0,0,0,0
0,297.4,309.1,1380.0,41.1,152,0,0,0,0,0,0
0,298.7,310.0,1555.0,32.6,197,0,0,0,0,0,0
0,298.8,310.1,1481.0,47.4,187,0,0,0,0,0,0
0,302.3,311.5,1794.0,26.1,7,0,0,0,0,0,0
1,298.8,308.7,1498.0,39.5,89,0,0,0,0,0,0
0,299.2,310.3,1440.0,47.0,21,0,0,0,0,0,0
0,302.8,312.3,1764.0,29.9,162,0,0,0,0,0,0
0,298.8,309.4,1387.0,54.1,171,0,0,0,0,0,0
1,298.9,310.3,1551.0,35.2,50,0,0,0,0,0,0
0,302.4,311.8,1648.0,30.0,122,0,0,0,0,0,0
0,303.3,311.7,1539.0,38.5,221,0,0,0,0,0,0
0,299.6,310.1,1899.5,20.4,60,0,0,0,0,0,0
0,300.9,310.8,1729.0,30.2,53,0,0,0,0,0,0
0,301.7,310.9,1608.0,33.0,160,0,0,0,0,0,0
0,298.6,309.6,1563.0,35.0,21,0,0,0,0,0,0
0,298.1,307.5,1493.0,43.7,153,0,0,0,0,0,0
1,298.9,308.6,1517.0,39.8,114,0,0,0,0,0,0
0,297.3,307.9,1797.0,24.7,75,0,0,0,0,0,0
0,297.9,309.7,1899.5,16.8,27,0,0,0,0,0,0
0,300.6,309.7,1617.0,33.2,185,0,0,0,0,0,0
1,301.0,311.6,1609.0,35.8,156,0,0,0,0,0,0
1,300.4,310.4,1544.0,36.3,21,0,0,0,0,0,0
1,298.5,308.7,1662.0,28.3,15,0,0,0,0,0,0
0,300.4,309.7,1692.0,27.4,115,0,0,0,0,0,0
0,302.6,311.9,1633.0,30.9,89,0,0,0,0,0,0
0,297.4,308.6,1324.0,59.1,118,0,0,0,0,0,0
0,302.2,311.5,1543.0,38.5,37,0,0,0,0,0,0
1,303.5,312.2,1818.0,23.6,109,0,0,0,0,0,0
1,300.8,311.9,1621.0,28.3,211,0,0,0,0,0,0
0,301.4,310.6,1445.0,43.9,210,0,0,0,0,0,0
0,302.8,312.4,1590.0,34.4,64,0,0,0,0,0,0
0,297.1,308.6,1442.0,37.1,59,0,0,0,0,0,0
0,299.0,310.3,1868.0,24.0,221,0,0,0,0,0,0
0,303.9,313.1,1425.0,49.3,199,0,0,0,0,0,0
0,302.9,312.6,1328.0,59.9,24,0,0,0,0,0,0
0,301.1,311.4,1531.0,38.7,55,0,0,0,0,0,0
0,303.6,312.7,1637.0,32.9,19,0,0,0,0,0,0
0,300.3,309.6,1600.0,34.6,177,0,0,0,0,0,0
1,300.2,310.3,1448.0,40.1,209,0,0,0,0,0,0
0,299.6,310.2,1743.0,24.8,99,0,0,0,0,0,0
0,304.2,313.8,1401.0,53.9,142,0,0,0,0,0,0
1,297.5,308.4,1685.0,28.1,15,0,0,0,0,0,0
0,300.8,310.1,1405.0,61.2,189,0,0,0,0,0,1
0,298.9,310.0,1693.0,28.8,56,0,0,0,0,0,0
0,298.9,310.2,1706.0,27.6,103,0,0,0,0,0,0
0,298.5,308.7,1575.0,33.9,128,0,0,0,0,0,0
0,301.0,310.3,1617.0,34.5,126,0,0,0,0,0,0
0,301.3,310.3,1460.0,41.5,197,0,0,0,0,0,0
0,297.5,308.8,1309.0,57.3,0,0,0,0,0,0,0
0,301.0,311.6,1352.0,63.5,143,0,0,0,0,0,0
1,302.2,310.9,1488.0,44.2,57,0,0,0,0,0,0
0,302.1,310.9,1658.0,30.3,186,0,0,0,0,0,0
0,298.8,310.0,1537.0,39.9,190,0,0,0,0,0,0
0,300.1,311.5,1334.0,54.0,26,0,0,0,0,0,0
1,300.1,309.6,1501.0,38.0,157,0,0,0,0,0,0
2,300.5,309.4,1642.0,36.2,103,0,0,0,0,0,0
1,295.8,306.3,1235.0,67.19999999999999,89,0,0,0,0,0,1
0,302.5,311.5,1603.0,32.4,194,0,0,0,0,0,0
0,295.3,305.7,1475.0,51.0,187,0,0,0,0,0,0
0,301.7,311.2,1418.0,38.0,166,0,0,0,0,0,0
1,297.5,309.4,1831.0,26.6,105,0,0,0,0,0,0
1,298.5,308.3,1440.0,43.6,5,0,0,0,0,0,0
0,301.4,310.8,1285.0,62.6,183,0,0,0,0,0,1
1,302.2,311.6,1386.0,50.5,69,0,0,0,0,0,0
0,300.6,311.7,1528.0,43.9,185,0,0,0,0,0,0
2,297.7,309.3,1400.0,48.9,147,0,0,0,0,0,0
0,295.7,306.1,1408.0,47.9,117,0,0,0,0,0,0
1,295.9,306.6,1532.0,38.6,104,0,0,0,0,0,0
0,297.2,308.1,1712.0,30.9,204,0,0,0,0,0,0
0,299.4,310.5,1514.0,36.1,169,0,0,0,0,0,0
0,301.1,311.2,1774.0,29.6,186,0,0,0,0,0,0
0,298.2,308.9,1278.0,54.0,18,0,0,0,0,0,0
0,301.5,310.8,1382.0,52.4,165,0,0,0,0,0,0
1,299.2,310.6,1443.0,50.9,85,0,0,0,0,0,0
0,296.9,308.1,1555.0,33.7,229,0,0,0,0,0,0
0,303.2,311.3,1393.0,52.9,12,0,0,0,0,0,0
0,303.3,311.4,1630.0,32.5,2,0,0,0,0,0,0
2,297.3,308.7,1478.0,47.6,98,0,0,0,0,0,0
0,296.8,308.0,1675.0,29.7,46,0,0,0,0,0,0
0,298.6,309.6,1386.0,48.6,25,0,0,0,0,0,0
0,302.6,312.1,1668.0,28.7,180,0,0,0,0,0,0
1,300.1,309.2,1457.0,44.3,98,0,0,0,0,0,0
0,303.1,311.2,1679.0,34.8,25,0,0,0,0,0,0
0,297.3,308.7,1587.0,35.8,148,0,0,0,0,0,0
0,303.8,313.1,1458.0,42.2,25,0,0,0,0,0,0
1,301.5,310.6,1899.5,14.2,126,0,0,0,0,0,0
0,302.4,311.8,1416.0,46.1,202,0,0,0,0,0,0
0,302.6,312.1,1288.0,67.19999999999999,0,0,0,0,0,0,1
1,303.7,312.0,1402.0,48.6,76,0,0,0,0,0,0
1,300.8,309.7,1482.0,39.0,171,0,0,0,0,0,0
0,300.1,309.6,1649.0,33.6,168,0,0,0,0,0,0
0,297.7,308.5,1453.0,45.5,86,0,0,0,0,0,0
1,301.9,310.9,1483.0,37.0,35,0,0,0,0,0,0
1,300.7,309.6,1536.0,37.2,19,0,0,0,0,0,0
0,299.4,308.7,1504.0,37.8,112,0,0,0,0,0,0
1,304.4,313.6,1510.0,38.9,199,0,0,0,0,0,0
1,298.6,309.9,1668.0,32.3,6,0,0,0,0,0,0
0,297.5,308.6,1380.0,53.5,192,0,0,0,0,0,0
0,301.0,311.1,1236.0,64.4,177,0,0,0,0,0,1
2,301.6,310.6,1821.0,26.2,171,0,0,0,0,0,0
0,303.0,311.2,1456.0,44.0,142,0,0,0,0,0,0
0,300.6,310.6,1899.5,22.0,24,0,0,0,0,0,0
0,298.5,308.9,1725.0,31.9,205,0,0,0,0,0,0
1,300.8,312.4,1465.0,43.7,139,0,0,0,0,0,0
0,300.7,310.7,1541.0,41.3,82,0,0,0,0,0,0
2,299.4,309.0,1415.0,51.7,62,0,0,0,0,0,0
1,300.7,311.3,1562.0,37.1,58,0,0,0,0,0,0
1,299.0,310.3,1447.0,39.9,78,0,0,0,0,0,0
0,301.6,310.9,1385.0,51.2,132,0,0,0,0,0,0
0,298.4,308.3,1452.0,48.5,73,0,0,0,0,0,0
0,297.8,308.4,1714.0,33.2,177,0,0,0,0,0,0
0,297.6,308.6,1491.0,38.1,152,0,0,0,0,0,0
0,297.2,308.5,1447.0,47.9,188,0,0,0,0,0,0
1,301.3,310.4,1501.0,39.8,187,0,0,0,0,0,0
0,297.5,308.8,1360.0,50.7,190,0,0,0,0,0,0
0,300.6,310.0,1635.0,31.0,107,0,0,0,0,0,0
2,300.6,309.8,1541.0,36.2,166,0,0,0,0,0,0
1,302.4,311.0,1490.0,37.1,168,0,0,0,0,0,0
1,300.9,312.0,1402.0,50.7,185,0,0,0,0,0,0
0,298.2,308.6,1433.0,39.5,7,0,0,0,0,0,0
1,299.8,309.8,1427.0,45.2,106,0,0,0,0,0,0
0,300.9,310.7,1509.0,37.5,12,0,0,0,0,0,0
1,298.6,309.3,1510.0,40.8,177,0,0,0,0,0,0
0,300.7,310.2,1493.0,35.9,10,0,0,0,0,0,0
0,303.7,312.5,1641.0,36.0,125,0,0,0,0,0,0
0,302.1,310.6,1385.0,53.6,5,0,0,0,0,0,0
1,300.9,311.4,1434.0,45.4,118,0,0,0,0,0,0
0,302.7,312.1,1543.0,37.5,33,0,0,0,0,0,0
0,301.5,310.6,1525.0,41.9,204,0,0,0,0,0,0
1,300.4,310.2,1380.0,47.3,5,0,0,0,0,0,0
0,300.8,310.8,1741.0,27.1,39,0,0,0,0,0,0
1,301.8,310.8,1508.0,38.8,96,0,0,0,0,0,0
0,303.9,313.1,1440.0,41.1,12,0,0,0,0,0,0
1,304.0,313.0,1454.0,46.8,30,0,0,0,0,0,0
0,300.7,311.0,1403.0,48.3,70,0,0,0,0,0,0
1,300.7,311.0,1413.0,44.3,72,0,0,0,0,0,0
0,300.2,309.8,1430.0,55.0,102,0,0,0,0,0,0
0,301.5,310.7,1596.0,35.4,150,0,0,0,0,0,0
1,302.3,310.8,1762.0,27.8,127,0,0,0,0,0,0
0,300.3,311.1,1606.0,30.9,156,0,0,0,0,0,0
0,301.2,310.4,1516.0,44.4,53,0,0,0,0,0,0
0,297.9,308.1,1531.0,40.8,2,0,0,0,0,0,0
1,298.6,309.4,1460.0,43.8,138,0,0,0,0,0,0
0,300.5,309.6,1366.0,50.2,219,0,0,0,0,0,0
0,297.0,307.7,1315.0,60.1,128,0,0,0,0,0,0
0,303.5,312.0,1436.0,45.1,32,0,0,0,0,0,0
0,300.6,310.0,1505.0,35.9,95,0,0,0,0,0,0
0,297.5,309.3,1732.0,29.9,32,0,0,0,0,0,0
0,300.7,311.0,1413.0,52.0,91,0,0,0,0,0,0
0,296.9,307.9,1359.0,56.5,110,0,0,0,0,0,0
0,300.7,311.2,1399.0,47.9,80,0,0,0,0,0,0
0,299.0,308.4,1571.0,38.6,5,0,0,0,0,0,0
1,302.1,311.4,1467.0,43.4,33,0,0,0,0,0,0
1,300.7,311.5,1441.0,40.6,33,0,0,0,0,0,0
1,302.6,311.0,1329.0,48.6,111,0,0,0,0,0,1
1,297.3,308.6,1471.0,50.7,157,0,0,0,0,0,0
1,300.3,309.3,1391.0,57.9,204,0,0,0,0,0,0
0,302.6,311.5,1427.0,38.9,213,0,0,0,0,0,0
1,299.1,310.0,1580.0,36.0,195,0,0,0,0,0,0
0,299.0,310.2,1575.0,37.8,42,0,0,0,0,0,0
2,302.7,311.1,1418.0,43.4,130,0,0,0,0,0,0
0,303.1,311.3,1474.0,34.8,215,0,0,0,0,0,0
1,300.7,311.0,1378.0,51.6,130,0,0,0,0,0,0
0,304.1,313.4,1374.0,56.6,115,0,0,0,0,0,0
1,298.8,309.0,1661.0,29.5,162,0,0,0,0,0,0
0,300.8,311.4,1322.0,67.19999999999999,18,0,0,0,0,0,1
1,297.6,308.9,1433.0,43.2,206,0,0,0,0,0,0
0,299.0,308.6,1661.0,32.2,106,0,0,0,0,0,0
1,300.4,311.6,1401.0,49.9,79,0,0,0,0,0,0
1,298.2,309.4,1408.0,46.5,76,0,0,0,0,0,0
1,299.9,309.6,1364.0,44.4,20,0,0,0,0,0,0
0,299.7,309.0,1605.0,33.0,151,0,0,0,0,0,0
1,299.7,309.6,1534.0,39.1,176,0,0,0,0,0,0
